order_id;product_id;add_to_cart_order;reordered
13948;22707;9;0
13948;22985;10;1
13948;23230;11;1
13948;23231;12;1
13948;82482;13;1
13948;82486;14;1
13948;84879;15;1
15286;20727;1;1
15286;21114;2;1
15286;21175;3;1
15286;21181;4;0
15286;21199;5;0
15286;21340;6;1
15286;21447;7;1
15286;21462;8;0
15286;21465;9;0
15286;21466;10;0
15286;21507;11;1
15286;21519;12;1
15286;21668;13;1
15286;21670;14;1
15286;21671;15;1
15286;21672;16;1
15286;21673;17;1
15286;21755;18;1
15286;21775;19;0
15286;21870;20;1
15286;21873;21;0
15286;21874;22;1
15286;21916;23;1
15286;22026;24;1
15286;22027;25;1
15286;22032;26;0
15286;22087;27;1
15286;22089;28;1
15286;22090;29;1
15286;22178;30;1
15286;22341;31;1
15286;22382;32;1
15286;22384;33;1
15286;22456;34;1
15286;22630;35;1
15286;22639;36;1
15286;22662;37;1
15286;22666;38;1
15286;22715;39;1
15286;22773;40;1
15286;22892;41;1
15286;23206;42;0
15286;23207;43;0
15286;47566;44;1
15286;82486;45;1
15286;82581;46;1
15286;84755;47;1
15286;84946;48;1
15286;84947;49;0
15286;84988;50;0
16787;20723;1;1
16787;20725;2;1
16787;21165;3;1
16787;21166;4;1
16787;21188;5;0
16787;21198;6;0
16787;21390;7;1
16787;21462;8;1
16787;21508;9;1
16787;21509;10;1
16787;21559;11;1
16787;21781;12;0
16787;21872;13;1
16787;22088;14;1
16787;22151;15;1
16787;22558;16;1
16787;22716;17;1
16787;22718;18;1
16787;22771;19;1
16787;22772;20;1
16787;22784;21;0
16787;22983;22;1
16787;23204;23;0
16787;23205;24;0
16787;72741;25;0
16787;82482;26;1
16787;82484;27;1
16787;84879;28;1
16787;84949;29;0
16787;84978;30;1
16788;23093;1;0
16788;23100;2;0
16788;23101;3;0
16788;23102;4;0
16788;23108;5;0
16788;23110;6;0
16788;23111;7;0
16788;23112;8;0
16788;23118;9;0
16788;23165;10;0
16788;23166;11;0
16788;23167;12;0
16788;23169;13;0
16788;23203;14;0
16788;23209;15;0
16788;23280;16;0
16788;23281;17;0
16788;23282;18;0
16788;23298;19;0
16988;15036;1;1
16988;20685;2;1
16988;22427;3;0
16988;22430;4;0
16988;22501;5;0
16988;23065;6;0
16988;23088;7;0
16988;23108;8;1
16988;23147;9;0
16988;82486;10;1
16988;85066;11;0
18001;20726;1;1
18001;21041;2;0
18001;21507;3;1
18001;21558;4;1
18001;21907;5;1
18001;22024;6;1
18001;22026;7;1
18001;22027;8;1
18001;22084;9;1
18001;22090;10;1
18001;22178;11;1
18001;22227;12;1
18001;22441;13;1
18001;22629;14;1
18001;22662;15;1
18001;22666;16;1
18001;22669;17;1
18001;23126;18;1
18001;23128;19;0
18001;23146;20;0
18001;23147;21;1
18001;23148;22;0
18001;23298;23;1
18001;47566;24;1
18001;82482;25;1
18001;84755;26;1
18001;84947;27;1
19179;22178;1;1
19179;22457;2;1
19179;22469;3;0
19179;22470;4;1
19179;22798;5;0
19179;22801;6;0
19179;23109;7;0
19179;23147;8;1
19179;23226;9;0
19179;82486;10;1
19179;84879;11;1
19179;84946;12;1
19179;84947;13;1
19451;15039;1;0
19451;20719;2;1
19451;20723;3;1
19451;20724;4;1
19451;20725;5;1
19451;20726;6;1
19451;20727;7;1
19451;21165;8;1
19451;21166;9;1
19451;21175;10;1
19451;21447;11;1
19451;21467;12;0
19451;21504;13;1
19451;21507;14;1
19451;21668;15;1
19451;21669;16;1
19451;21672;17;1
19451;21673;18;1
19451;21749;19;1
19451;21755;20;1
19451;21874;21;1
19451;22029;22;1
19451;22030;23;1
19451;22090;24;1
19451;22151;25;1
19451;22356;26;1
19451;22469;27;1
19451;22478;28;1
19451;22485;29;0
19451;22630;30;1
19451;22661;31;1
19451;22662;32;1
19451;22715;33;1
19451;22771;34;1
19451;22784;35;1
19451;23204;36;1
19451;23205;37;1
19451;23206;38;1
19451;23209;39;1
19451;23280;40;1
19451;23281;41;1
19451;23282;42;1
19451;82482;43;1
19451;82483;44;1
19451;82486;45;1
19451;84978;46;1
20914;15036;1;1
20914;21191;2;0
20914;21259;3;0
20914;21508;4;1
20914;21509;5;1
20914;21519;6;1
20914;21672;7;1
20914;21713;8;1
20914;21916;9;1
20914;21918;10;1
20914;22024;11;1
20914;22026;12;1
20914;22027;13;1
20914;22077;14;1
20914;22083;15;1
20914;22088;16;1
20914;22178;17;1
20914;22382;18;1
20914;22384;19;1
20914;22441;20;1
20914;22558;21;1
20914;22629;22;1
20914;22631;23;1
20914;22667;24;1
20914;22717;25;1
20914;22718;26;1
20914;22772;27;1
20914;22784;28;1
20914;22805;29;1
20914;22960;30;1
20914;22961;31;1
20914;23093;32;1
20914;23102;33;1
20914;23110;34;1
20914;23111;35;1
20914;23112;36;1
20914;23118;37;1
20914;23146;38;1
20914;23147;39;1
20914;23148;40;1
20914;23298;41;1
20914;47566;42;1
20914;82482;43;1
20914;82484;44;1
20914;84946;45;1
20914;84947;46;1
20914;84949;47;1
21400;15036;1;1
21400;15039;2;1
21400;20725;3;1
21400;20726;4;1
21400;20727;5;1
21400;21114;6;1
21400;21166;7;1
21400;21191;8;1
21400;21390;9;1
21400;21523;10;1
21400;21559;11;1
21400;21673;12;1
21400;21730;13;0
21400;21773;14;1
21400;21993;15;0
21400;22170;16;1
21400;22219;17;0
21400;22294;18;0
21400;22296;19;1
21400;22384;20;1
21400;22456;21;1
21400;22457;22;1
21400;22478;23;1
21400;22629;24;1
21400;22630;25;1
21400;22662;26;1
21400;22771;27;1
21400;22773;28;1
21400;23108;29;1
21400;23206;30;1
21400;23209;31;1
21400;48194;32;1
21400;82484;33;1
21400;82486;34;1
21400;84879;35;1
21400;85015;36;0
22693;20723;1;1
22693;21669;2;1
22693;21670;3;1
22693;21671;4;1
22693;21774;5;1
22693;22030;6;1
22693;22037;7;1
22693;22045;8;1
22693;22046;9;1
22693;22151;10;1
22693;22335;11;0
22693;22716;12;1
22693;22768;13;0
22693;22784;14;1
22693;22819;15;1
22693;22985;16;1
22693;23230;17;1
22693;23298;18;1
22693;79000;19;1
22693;82482;20;1
22693;82483;21;1
22693;82484;22;1
23327;21165;1;1
23327;21175;2;1
23327;21187;3;0
23327;21188;4;1
23327;21519;5;1
23327;21907;6;1
23327;21916;7;1
23327;21918;8;1
23327;22024;9;1
23327;22027;10;1
23327;22029;11;1
23327;22089;12;1
23327;22335;13;1
23327;22488;14;1
23327;22585;15;1
23327;22639;16;1
23327;22661;17;1
23327;22666;18;1
23327;22715;19;1
23327;22983;20;1
23327;22984;21;1
23327;23203;22;1
23327;23204;23;1
23327;23205;24;1
23327;23206;25;1
23327;23207;26;1
23327;23209;27;1
23327;47566;28;1
23327;82482;29;1
23327;84836;30;0
23327;84879;31;1
24528;20723;1;1
24528;20725;2;1
24528;20726;3;1
24528;21669;4;1
24528;21673;5;1
24528;21756;6;1
24528;21874;7;1
24528;22026;8;1
24528;22356;9;1
24528;22386;10;1
24528;22456;11;1
24528;22457;12;1
24528;22558;13;1
24528;22629;14;1
24528;22630;15;1
24528;22666;16;1
24528;22784;17;1
24528;22983;18;1
24528;23028;19;0
24528;23029;20;0
24528;23031;21;0
24528;23032;22;0
24528;23148;23;1
24528;23206;24;1
24528;23209;25;1
24528;23280;26;1
24528;23282;27;1
24528;48129;28;1
24528;82482;29;1
24528;84879;30;1
24528;84946;31;1
24528;84949;32;1
24531;21313;1;1
24531;21497;2;1
24531;21498;3;1
24531;21500;4;1
24531;21980;5;0
24531;22156;6;0
24531;22417;7;0
24531;22423;8;1
24531;22460;9;1
24531;22467;10;0
24531;22697;11;0
24531;22698;12;0
24531;22699;13;0
24531;22704;14;1
24531;22798;15;1
24531;22951;16;1
24531;23013;17;0
24531;23014;18;0
24531;23067;19;0
24531;23133;20;0
24531;23134;21;0
24531;23226;22;1
24531;23227;23;0
24531;23230;24;1
24531;23231;25;1
24531;23232;26;1
24531;23240;27;0
24531;23245;28;0
24531;23275;29;0
24531;23293;30;0
24531;23295;31;0
24531;23296;32;0
24531;23297;33;0
24531;23307;34;0
24531;23545;35;0
24531;23546;36;0
24531;23549;37;0
24531;71459;38;1
24531;84992;39;1
25738;20719;1;1
25738;20723;2;1
25738;20724;3;1
25738;20725;4;1
25738;20726;5;1
25738;20727;6;1
25738;21506;7;1
25738;21507;8;1
25738;21508;9;1
25738;21509;10;1
25738;21557;11;1
25738;21668;12;1
25738;21672;13;1
25738;21746;14;1
25738;21749;15;1
25738;21878;16;0
25738;21974;17;1
25738;21991;18;0
25738;22029;19;1
25738;22030;20;1
25738;22178;21;1
25738;22329;22;1
25738;22348;23;1
25738;22356;24;1
25738;22382;25;1
25738;22384;26;1
25738;22488;27;1
25738;22558;28;1
25738;22661;29;1
25738;22662;30;1
25738;22667;31;1
25738;22697;32;1
25738;22698;33;1
25738;22699;34;1
25738;22715;35;1
25738;22718;36;1
25738;22773;37;1
25738;22819;38;1
25738;22907;39;1
25738;23111;40;1
25738;23118;41;1
25738;23126;42;1
25738;23150;43;0
25738;23198;44;0
25738;23203;45;1
25738;23204;46;1
25738;23205;47;1
25738;23207;48;1
25738;23209;49;1
25738;23298;50;1
25738;47566;51;1
25738;71459;52;1
25738;82482;53;1
25738;82483;54;1
25738;82486;55;1
25738;82551;56;0
26882;20669;1;1
26882;21080;2;1
26882;21165;3;1
26882;21248;4;0
26882;21670;5;1
26882;21733;6;1
26882;21755;7;1
26882;21916;8;1
26882;21918;9;1
26882;22024;10;1
26882;22026;11;1
26882;22090;12;1
26882;22151;13;1
26882;22360;14;0
26882;22456;15;1
26882;22457;16;1
26882;22498;17;0
26882;22629;18;1
26882;22630;19;1
26882;22798;20;1
26882;22805;21;1
26882;22983;22;1
26882;22984;23;1
26882;23029;24;1
26882;23032;25;1
26882;23108;26;1
26882;23293;27;1
26882;23295;28;1
26882;79000;29;1
26882;82484;30;1
26882;84978;31;1
28594;20682;1;0
28594;20728;2;1
28594;21731;3;1
28594;22029;4;1
28594;22371;5;0
28594;22382;6;1
28594;22385;7;0
28594;22629;8;1
28594;22630;9;1
28594;22637;10;1
28594;22659;11;0
28594;22778;12;1
28594;22892;13;1
28594;23201;14;0
28594;23206;15;1
28594;23207;16;1
28594;23238;17;0
28594;23254;18;0
28594;23255;19;0
28594;23256;20;0
28594;23289;21;0
28594;23290;22;0
28594;23291;23;0
28594;23292;24;0
28594;23298;25;1
28594;23345;26;0
28594;23346;27;0
28594;23347;28;0
28752;21326;1;0
28752;21479;2;0
28752;21485;3;0
28752;22086;4;0
28752;22112;5;0
28752;22632;6;0
28752;22865;7;0
28752;22866;8;0
28752;22867;9;0
28752;22952;10;0
28752;23068;11;0
28752;23144;12;0
28752;23215;13;0
28752;23223;14;0
28752;23225;15;0
28752;23320;16;0
28752;23355;17;0
28752;23356;18;0
28752;23358;19;0
28752;23375;20;0
28752;23376;21;0
28752;23378;22;0
28752;23439;23;0
28752;84945;24;0
28752;84946;25;1
28752;85048;26;0
28753;20669;1;1
28753;20685;2;1
28753;20725;3;1
28753;21284;4;0
28753;21442;5;1
28753;21670;6;1
28753;21671;7;1
28753;21672;8;1
28753;21754;9;1
28753;21955;10;1
28753;22077;11;1
28753;22083;12;1
28753;22151;13;1
28753;22169;14;1
28753;22296;15;1
28753;22360;16;1
28753;22361;17;0
28753;22362;18;0
28753;22365;19;1
28753;22456;20;1
28753;22457;21;1
28753;22464;22;0
28753;22467;23;1
28753;22558;24;1
28753;22630;25;1
28753;22631;26;1
28753;22662;27;1
28753;22697;28;1
28753;22699;29;1
28753;22720;30;1
28753;22771;31;1
28753;22772;32;1
28753;22773;33;1
28753;22798;34;1
28753;22892;35;1
28753;23013;36;1
28753;23028;37;1
28753;23029;38;1
28753;23032;39;1
28753;23093;40;1
28753;23110;41;1
28753;23111;42;1
28753;23118;43;1
28753;23126;44;1
28753;23148;45;1
28753;23203;46;1
28753;23206;47;1
28753;23209;48;1
28753;23240;49;1
28753;23245;50;1
28753;23280;51;1
28753;23281;52;1
28753;23282;53;1
28753;23295;54;1
28753;23296;55;1
28753;23298;56;1
28753;23307;57;1
28753;47566;58;1
28753;48185;59;0
28753;82484;60;1
28753;82600;61;1
28753;84879;62;1
28753;84946;63;1
28753;84949;64;1
28753;84978;65;1
31015;21484;1;0
31015;22294;2;1
31015;22457;3;1
31015;22469;4;1
31015;22798;5;1
31015;23147;6;1
31015;23330;7;0
31015;23399;8;0
31015;84836;9;1
31015;84946;10;1
31015;84947;11;1
31434;20679;1;0
31434;21172;2;1
31434;21622;3;0
31434;21774;4;1
31434;22027;5;1
31434;22178;6;1
31434;22465;7;0
31434;22469;8;1
31434;22470;9;1
31434;22507;10;0
31434;22629;11;1
31434;22666;12;1
31434;22694;13;0
31434;22715;14;1
31434;22762;15;0
31434;22798;16;1
31434;23060;17;0
31434;23118;18;1
31434;23209;19;1
31434;23298;20;1
31434;82482;21;1
31434;82483;22;1
31434;82486;23;1
31434;82552;24;1
31434;82582;25;0
31434;84879;26;1
31437;23366;1;0
31437;23367;2;0
31437;23370;3;0
31437;23371;4;0
31437;23380;5;0
31437;23399;6;1
31437;23400;7;0
31437;23406;8;0
31437;23412;9;0
31437;23424;10;0
31437;23502;11;0
31437;23506;12;0
31437;23551;13;0
32663;20713;1;0
32663;20725;2;1
32663;20727;3;1
32663;21216;4;0
32663;21463;5;1
32663;21498;6;1
32663;21499;7;1
32663;21704;8;0
32663;21915;9;0
32663;22326;10;0
32663;22385;11;1
32663;22411;12;0
32663;22713;13;0
32663;22720;14;1
32663;22902;15;0
32663;22948;16;1
32663;22970;17;0
32663;23012;18;0
32663;23108;19;1
32663;23112;20;1
32663;23199;21;0
32663;23201;22;1
32663;23203;23;1
32663;23206;24;1
32663;23207;25;1
32663;23209;26;1
32663;23230;27;1
32663;23236;28;0
32663;23245;29;1
32663;23254;30;1
32663;23255;31;1
32663;23256;32;1
32663;23389;33;0
32663;23391;34;0
32663;23407;35;0
32663;23494;36;0
32663;23549;37;1
32663;23559;38;0
32663;79321;39;0
33507;21258;1;0
33507;23523;2;0
33507;23525;3;0
33507;23526;4;0
33507;23528;5;0
33507;23529;6;0
33507;23530;7;0
33507;23534;8;0
33507;23535;9;0
33507;23539;10;0
33507;23541;11;0
34150;20723;1;1
34150;20724;2;1
34150;20725;3;1
34150;20727;4;1
34150;21165;5;1
34150;21212;6;1
34150;21467;7;1
34150;21471;8;0
34150;21775;9;1
34150;22090;10;1
34150;22112;11;1
34150;22114;12;0
34150;22224;13;1
34150;22359;14;0
34150;22360;15;1
34150;22382;16;1
34150;22386;17;1
34150;22629;18;1
34150;22661;19;1
34150;22667;20;1
34150;22692;21;1
34150;22697;22;1
34150;22698;23;1
34150;22699;24;1
34150;22768;25;1
34150;23203;26;1
34150;23204;27;1
34150;23205;28;1
34150;23206;29;1
34150;23209;30;1
34150;72741;31;1
34150;82486;32;1
34150;84879;33;1
35528;21908;1;1
35528;22363;2;0
35528;22364;3;0
35528;23245;4;1
35528;23451;5;0
35528;23452;6;0
35528;23453;7;0
35528;23490;8;0
35528;23554;9;0
35528;23555;10;0
35528;23556;11;0
35528;71053;12;0
35528;82581;13;1
36802;21259;1;1
36802;21465;2;1
36802;21507;3;1
36802;21519;4;1
36802;21668;5;1
36802;21916;6;1
36802;21918;7;1
36802;22024;8;1
36802;22026;9;1
36802;22029;10;1
36802;22077;11;1
36802;22111;12;0
36802;22178;13;1
36802;22359;14;1
36802;22361;15;1
36802;22362;16;1
36802;22460;17;1
36802;23298;18;1
36802;23355;19;1
36802;82482;20;1
36802;82483;21;1
36802;82486;22;1
38696;21218;1;0
38696;21507;2;1
38696;21509;3;1
38696;21672;4;1
38696;21731;5;1
38696;21934;6;0
38696;22029;7;1
38696;22086;8;1
38696;22139;9;1
38696;22326;10;1
38696;22361;11;1
38696;22374;12;0
38696;22382;13;1
38696;22468;14;0
38696;22571;15;0
38696;22593;16;0
38696;22600;17;0
38696;22601;18;0
38696;22629;19;1
38696;22630;20;1
38696;22712;21;0
38696;22720;22;1
38696;22779;23;0
38696;22840;24;0
38696;22947;25;0
38696;23007;26;1
38696;23008;27;0
38696;23080;28;0
38696;23084;29;0
38696;23206;30;1
38696;23242;31;0
38696;23245;32;1
38696;23254;33;1
38696;23256;34;1
38696;23312;35;0
38696;23313;36;0
38696;23344;37;0
38696;23348;38;0
38696;23473;39;0
38696;23475;40;0
38696;23480;41;0
38696;23489;42;0
38696;23523;43;1
38696;23542;44;0
38696;23582;45;0
39991;21205;1;1
39991;21485;2;1
39991;21749;3;1
39991;22086;4;1
39991;22112;5;1
39991;22151;6;1
39991;22169;7;1
39991;22768;8;1
39991;22771;9;1
39991;22772;10;1
39991;22773;11;1
39991;22784;12;1
39991;22916;13;1
39991;22917;14;1
39991;22918;15;1
39991;22920;16;1
39991;22952;17;1
39991;22993;18;0
39991;23112;19;1
39991;23209;20;1
39991;23245;21;1
39991;23356;22;1
39991;23378;23;1
39991;82482;24;1
39991;82483;25;1
39991;82484;26;1
39991;82486;27;1
39991;84755;28;1
40729;20711;1;0
40729;21704;2;1
40729;22382;3;1
40729;22385;4;1
40729;23007;5;1
40729;23012;6;1
40729;23014;7;1
40729;23084;8;1
40729;23199;9;1
40729;23201;10;1
40729;23254;11;1
40729;23256;12;1
40729;23290;13;1
40729;23291;14;1
40729;23292;15;1
40729;23389;16;1
40729;23528;17;1
40729;23542;18;1
41738;20727;1;1
41738;21756;2;1
41738;22077;3;1
41738;22111;4;1
41738;22382;5;1
41738;22384;6;1
41738;22796;7;1
41738;22835;8;0
41738;23209;9;1
41738;23526;10;1
41738;23534;11;1
41738;23539;12;1
43761;22029;1;1
43761;22326;2;1
43761;22629;3;1
43761;22630;4;1
43761;22634;5;0
43761;22635;6;0
43761;23084;7;1
43761;23209;8;1
43761;23289;9;1
43761;23344;10;1
44309;20724;1;1
44309;20725;2;1
44309;20726;3;1
44309;20727;4;1
44309;21166;5;1
44309;21175;6;1
44309;21181;7;1
44309;21326;8;1
44309;21621;9;1
44309;21755;10;1
44309;22077;11;1
44309;22086;12;1
44309;22112;13;1
44309;22169;14;1
44309;22170;15;1
44309;22382;16;1
44309;22384;17;1
44309;22441;18;1
44309;22457;19;1
44309;22596;20;0
44309;22629;21;1
44309;22630;22;1
44309;22661;23;1
44309;22662;24;1
44309;22667;25;1
44309;22697;26;1
44309;22699;27;1
44309;22835;28;1
44309;22866;29;1
