product_id;product_name;aisle_id;department_id
22111;SCOTTIE DOG HOT WATER BOTTLE;22111;1
22110;BIRD HOUSE HOT WATER BOTTLE;22110;1
22098;BOUDOIR SQUARE TISSUE BOX;22098;1
22100;SKULLS SQUARE TISSUE BOX;22100;1
22766;PHOTO FRAME CORNICE;22766;1
22451;SILK PURSE BABUSHKA RED;22451;1
22549;PICTURE DOMINOES;22549;1
84744;S/6 SEW ON CROCHET FLOWERS;84744;1
21328;BALLOONS  WRITING SET ;21328;1
22473;TV DINNER TRAY VINTAGE PAISLEY;22473;1
22767;TRIPLE PHOTO FRAME CORNICE ;22767;1
22768;FAMILY PHOTO FRAME CORNICE;22768;1
21463;MIRRORED DISCO BALL ;21463;1
21464;DISCO BALL ROTATOR BATTERY OPERATED;21464;1
20820;SILVER LOOKING MIRROR;20820;1
85150;LADIES & GENTLEMEN METAL SIGN;85150;1
22117;METAL SIGN HER DINNER IS SERVED ;22117;1
48129;DOORMAT TOPIARY;48129;1
82580;BATHROOM METAL SIGN;82580;1
82578;KITCHEN METAL SIGN;82578;1
82581;TOILET METAL SIGN;82581;1
22413;METAL SIGN TAKE IT OR LEAVE IT ;22413;1
21907;I'M ON HOLIDAY METAL SIGN;21907;1
22441;GROW YOUR OWN BASIL IN ENAMEL MUG;22441;1
21122;SET/10 PINK POLKADOT PARTY CANDLES;21122;1
22851;SET 20 NAPKINS FAIRY CAKES DESIGN ;22851;1
22810;SET OF 6 T-LIGHTS SNOWMEN;22810;1
22809;SET OF 6 T-LIGHTS SANTA;22809;1
22435;SET OF 9 HEART SHAPED BALLOONS;22435;1
20966;SANDWICH BATH SPONGE;20966;1
20963;APPLE BATH SPONGE;20963;1
20961;STRAWBERRY BATH SPONGE ;20961;1
22068;BLACK PIRATE TREASURE CHEST;22068;1
21743;STAR PORTABLE TABLE LIGHT ;21743;1
21744;SNOWFLAKE PORTABLE TABLE LIGHT ;21744;1
21592;RETROSPOT CIGAR BOX MATCHES ;21592;1
21587;COSY HOUR GIANT TUBE MATCHES;21587;1
20992;JAZZ HEARTS PURSE NOTEBOOK;20992;1
22804;CANDLEHOLDER PINK HANGING HEART;22804;1
20749;ASSORTED COLOUR MINI CASES;20749;1
22382;LUNCH BAG SPACEBOY DESIGN ;22382;1
20726;LUNCH BAG WOODLAND;20726;1
22384;LUNCH BAG PINK POLKADOT;22384;1
22467;GUMBALL COAT RACK;22467;1
21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;21108;1
22848;BREAD BIN DINER STYLE PINK;22848;1
22837;HOT WATER BOTTLE BABUSHKA ;22837;1
22297;HEART IVORY TRELLIS SMALL;22297;1
22772;PINK DRAWER KNOB ACRYLIC EDWARDIAN;22772;1
22773;GREEN DRAWER KNOB ACRYLIC EDWARDIAN;22773;1
22805;BLUE DRAWER KNOB ACRYLIC EDWARDIAN;22805;1
21125;SET 6 FOOTBALL CELEBRATION CANDLES;21125;1
21126;SET OF 6 GIRLS CELEBRATION CANDLES;21126;1
21061;PARTY INVITES FOOTBALL;21061;1
21063;PARTY INVITES JAZZ HEARTS;21063;1
21062;PARTY INVITES SPACEMAN;21062;1
84380;SET OF 3 BUTTERFLY COOKIE CUTTERS;84380;1
84378;SET OF 3 HEART COOKIE CUTTERS;84378;1
22964;3 PIECE SPACEBOY COOKIE CUTTER SET;22964;1
21213;PACK OF 72 SKULL CAKE CASES;21213;1
22417;PACK OF 60 SPACEBOY CAKE CASES;22417;1
84992;72 SWEETHEART FAIRY CAKE CASES;84992;1
22383;LUNCH BAG SUKI  DESIGN ;22383;1
20728;LUNCH BAG CARS BLUE;20728;1
20727;LUNCH BAG  BLACK SKULL.;20727;1
22296;HEART IVORY TRELLIS LARGE;22296;1
20914;SET/5 RED RETROSPOT LID GLASS BOWLS;20914;1
22537;MAGIC DRAWING SLATE DINOSAUR;22537;1
22533;MAGIC DRAWING SLATE BAKE A CAKE ;22533;1
20982;12 PENCILS TALL TUBE SKULLS;20982;1
21915;RED  HARMONICA IN BOX ;21915;1
21914;BLUE HARMONICA IN BOX ;21914;1
21544;SKULLS  WATER TRANSFER TATTOOS ;21544;1
22813;PACK 3 BOXES BIRD PANNETONE ;22813;1
84375;SET OF 20 KIDS COOKIE CUTTERS;84375;1
22418;10 COLOUR SPACEBOY PEN;22418;1
22178;VICTORIAN GLASS HANGING T-LIGHT;22178;1
22465;HANGING METAL STAR LANTERN;22465;1
84949;SILVER HANGING T-LIGHT HOLDER;84949;1
20685;DOORMAT RED RETROSPOT;20685;1
48194;DOORMAT HEARTS;48194;1
22488;NATURAL SLATE RECTANGLE CHALKBOARD;22488;1
22219;LOVEBIRD HANGING DECORATION WHITE ;22219;1
22610;PENS ASSORTED FUNNY FACE;22610;1
22716;CARD CIRCUS PARADE;22716;1
22706;WRAP COWBOYS  ;22706;1
22371;AIRLINE BAG VINTAGE TOKYO 78;22371;1
21210;SET OF 72 RETROSPOT PAPER  DOILIES;21210;1
16237;SLEEPING CAT ERASERS;16237;1
22714;CARD BIRTHDAY COWBOY;22714;1
22812;PACK 3 BOXES CHRISTMAS PANNETONE;22812;1
84347;ROTATING SILVER ANGELS T-LIGHT HLDR;84347;1
22736;RIBBON REEL MAKING SNOWMEN ;22736;1
22620;4 TRADITIONAL SPINNING TOPS;22620;1
21705;BAG 500g SWIRLY MARBLES;21705;1
22785;SQUARECUSHION COVER PINK UNION FLAG;22785;1
22975;SPACEBOY CHILDRENS EGG CUP;22975;1
22972;CHILDREN'S SPACEBOY MUG;22972;1
22568;FELTCRAFT CUSHION OWL;22568;1
85116;BLACK CANDELABRA T-LIGHT HOLDER;85116;1
22664;TOY TIDY DOLLY GIRL DESIGN;22664;1
21609;SET 12 LAVENDER  BOTANICAL T-LIGHTS;21609;1
21866;UNION JACK FLAG LUGGAGE TAG;21866;1
20669;RED HEART LUGGAGE TAG;20669;1
21955;DOORMAT UNION JACK GUNS AND ROSES;21955;1
22109;FULL ENGLISH BREAKFAST PLATE;22109;1
22531;MAGIC DRAWING SLATE CIRCUS PARADE  ;22531;1
21811;CHRISTMAS HANGING HEART WITH BELL;21811;1
22183;CAKE STAND VICTORIAN FILIGREE MED;22183;1
21678;PAISLEY PATTERN  STICKERS;21678;1
21676;FLOWERS  STICKERS;21676;1
16238;PARTY TIME PENCIL ERASERS;16238;1
84906;PINK B'FLY C/COVER W BOBBLES;84906;1
21867;PINK UNION JACK  LUGGAGE TAG;21867;1
22075;6 RIBBONS ELEGANT CHRISTMAS ;22075;1
21326;AGED GLASS SILVER T-LIGHT HOLDER;21326;1
21065;BOOM BOX SPEAKER GIRLS;21065;1
22074;6 RIBBONS SHIMMERING PINKS ;22074;1
20713;JUMBO BAG OWLS;20713;1
21116;OWL DOORSTOP;21116;1
21824;PAINTED METAL STAR WITH HOLLY BELLS;21824;1
21823;PAINTED METAL HEART WITH HOLLY BELL;21823;1
22153;ANGEL DECORATION STARS ON DRESS;22153;1
20717;STRAWBERRY SHOPPER BAG;20717;1
22328;ROUND SNACK BOXES SET OF 4 FRUITS ;22328;1
22327;ROUND SNACK BOXES SET OF 4 SKULLS;22327;1
22630;DOLLY GIRL LUNCH BOX;22630;1
21245;GREEN POLKADOT PLATE ;21245;1
21244;BLUE POLKADOT PLATE ;21244;1
21242;RED RETROSPOT PLATE ;21242;1
21243;PINK  POLKADOT PLATE ;21243;1
22273;FELTCRAFT DOLL MOLLY;22273;1
22940;FELTCRAFT CHRISTMAS FAIRY;22940;1
22759;SET OF 3 NOTEBOOKS IN PARCEL;22759;1
21880;RED RETROSPOT TAPE;21880;1
21738;COSY SLIPPER SHOES SMALL  RED ;21738;1
22077;6 RIBBONS RUSTIC CHARM;22077;1
21448;12 DAISY PEGS IN WOOD BOX;21448;1
22243;5 HOOK HANGER RED MAGIC TOADSTOOL;22243;1
22141;CHRISTMAS CRAFT TREE TOP ANGEL;22141;1
22144;CHRISTMAS CRAFT LITTLE FRIENDS;22144;1
21739;COSY SLIPPER SHOES SMALL GREEN;21739;1
22271;FELTCRAFT DOLL ROSIE;22271;1
22274;FELTCRAFT DOLL EMILY;22274;1
22751;FELTCRAFT PRINCESS OLIVIA DOLL;22751;1
21034;REX CASH+CARRY JUMBO SHOPPER;21034;1
22570;FELTCRAFT CUSHION RABBIT;22570;1
22569;FELTCRAFT CUSHION BUTTERFLY;22569;1
22902;TOTE BAG I LOVE LONDON;22902;1
21710;FOLDING UMBRELLA PINKWHITE POLKADOT;21710;1
21708;FOLDING UMBRELLA CREAM POLKADOT;21708;1
21711;FOLDING UMBRELLA WHITE/RED POLKADOT;21711;1
22179;SET 10 LIGHTS NIGHT OWL;22179;1
21706;FOLDING UMBRELLA RED/WHITE POLKADOT;21706;1
22988;SOLDIERS EGG CUP ;22988;1
20750;RED RETROSPOT MINI CASES;20750;1
22952;60 CAKE CASES VINTAGE CHRISTMAS;22952;1
22739;RIBBON REEL CHRISTMAS SOCK BAUBLE;22739;1
22738;RIBBON REEL SNOWY VILLAGE;22738;1
22909;SET OF 20 VINTAGE CHRISTMAS NAPKINS;22909;1
22186;RED STAR CARD HOLDER;22186;1
22695;WICKER WREATH SMALL;22695;1
22580;ADVENT CALENDAR GINGHAM SACK;22580;1
22147;FELTCRAFT BUTTERFLY HEARTS;22147;1
22130;PARTY CONE CHRISTMAS DECORATION ;22130;1
22694;WICKER STAR ;22694;1
21790;VINTAGE SNAP CARDS;21790;1
22149;FELTCRAFT 6 FLOWER FRIENDS;22149;1
22321;BIRD DECORATION RED RETROSPOT;22321;1
22594;CHRISTMAS GINGHAM TREE;22594;1
22593;CHRISTMAS GINGHAM STAR;22593;1
22595;CHRISTMAS GINGHAM HEART;22595;1
21986;PACK OF 12 PINK POLKADOT TISSUES;21986;1
22750;FELTCRAFT PRINCESS LOLA DOLL;22750;1
22616;PACK OF 12 LONDON TISSUES ;22616;1
22775;PURPLE DRAWERKNOB ACRYLIC EDWARDIAN;22775;1
22899;CHILDREN'S APRON DOLLY GIRL ;22899;1
22367;CHILDRENS APRON SPACEBOY DESIGN;22367;1
22942;CHRISTMAS LIGHTS 10 SANTAS ;22942;1
21976;PACK OF 60 MUSHROOM CAKE CASES;21976;1
22951;60 CAKE CASES DOLLY GIRL DESIGN;22951;1
22834;HAND WARMER BABUSHKA DESIGN;22834;1
21916;SET 12 RETRO WHITE CHALK STICKS;21916;1
22587;FELTCRAFT HAIRBAND RED AND BLUE;22587;1
22566;FELTCRAFT HAIRBAND PINK AND PURPLE;22566;1
22565;FELTCRAFT HAIRBANDS PINK AND WHITE ;22565;1
22472;TV DINNER TRAY DOLLY GIRL;22472;1
22551;PLASTERS IN TIN SPACEBOY;22551;1
22554;PLASTERS IN TIN WOODLAND ANIMALS;22554;1
22534;MAGIC DRAWING SLATE SPACEBOY ;22534;1
22529;MAGIC DRAWING SLATE GO TO THE FAIR ;22529;1
22530;MAGIC DRAWING SLATE DOLLY GIRL ;22530;1
22807;SET OF 6 T-LIGHTS TOADSTOOLS;22807;1
21494;ROTATING LEAVES T-LIGHT HOLDER;21494;1
22938;CUPCAKE LACE PAPER SET 6;22938;1
21892;TRADITIONAL WOODEN CATCH CUP GAME ;21892;1
21890;S/6 WOODEN SKITTLES IN COTTON BAG;21890;1
21718;RED METAL BEACH SPADE ;21718;1
21716;BOYS VINTAGE TIN SEASIDE BUCKET;21716;1
21715;GIRLS VINTAGE TIN SEASIDE BUCKET;21715;1
22113;GREY HEART HOT WATER BOTTLE;22113;1
22358;KINGS CHOICE TEA CADDY ;22358;1
22357;KINGS CHOICE BISCUIT TIN;22357;1
22115;METAL SIGN EMPIRE TEA;22115;1
21481;FAWN BLUE HOT WATER BOTTLE;21481;1
22585;PACK OF 6 BIRDY GIFT TAGS;22585;1
21556;CERAMIC STRAWBERRY MONEY BOX;21556;1
22645;CERAMIC HEART FAIRY CAKE MONEY BANK;22645;1
22650;CERAMIC PIRATE CHEST MONEY BANK;22650;1
22508;DOORSTOP RETROSPOT HEART;22508;1
22511;RETROSPOT BABUSHKA DOORSTOP;22511;1
22829;SWEETHEART WIRE WALL TIDY;22829;1
21154;RED RETROSPOT OVEN GLOVE ;21154;1
17021;NAMASTE SWAGAT INCENSE;17021;1
22059;CERAMIC STRAWBERRY DESIGN MUG;22059;1
84678;CLASSICAL ROSE SMALL VASE;84678;1
85172;HYACINTH BULB T-LIGHT CANDLES;85172;1
22142;CHRISTMAS CRAFT WHITE FAIRY ;22142;1
21591;COSY HOUR CIGAR BOX MATCHES ;21591;1
22480;RED TEA TOWEL CLASSIC DESIGN;22480;1
22294;HEART FILIGREE DOVE  SMALL;22294;1
21156;RETROSPOT CHILDRENS APRON;21156;1
10133;COLOURING PENCILS BROWN TUBE;10133;1
84836;ZINC METAL HEART DECORATION;84836;1
20774;GREEN FERN NOTEBOOK;20774;1
20773;BLUE PAISLEY NOTEBOOK;20773;1
20777;CHRYSANTHEMUM NOTEBOOK;20777;1
16016;LARGE CHINESE STYLE SCISSOR;16016;1
16014;SMALL CHINESE STYLE SCISSOR;16014;1
21651;HANGING GLASS ETCHED TEALIGHT;21651;1
22618;COOKING SET RETROSPOT;22618;1
21586;KINGS CHOICE GIANT TUBE MATCHES;21586;1
22152;PLACE SETTING WHITE STAR;22152;1
84754;S/15 SILVER GLASS BAUBLES IN BAG;84754;1
22670;FRENCH WC SIGN BLUE METAL;22670;1
22927;GREEN GIANT GARDEN THERMOMETER;22927;1
22925;BLUE GIANT GARDEN THERMOMETER;22925;1
21259;VICTORIAN SEWING BOX SMALL ;21259;1
21257;VICTORIAN SEWING BOX MEDIUM;21257;1
21121;SET/10 RED POLKADOT PARTY CANDLES;21121;1
82552;WASHROOM METAL SIGN;82552;1
22737;RIBBON REEL CHRISTMAS PRESENT ;22737;1
21260;FIRST AID TIN;21260;1
22744;MAKE YOUR OWN MONSOON CARD KIT;22744;1
21985;PACK OF 12 HEARTS DESIGN TISSUES ;21985;1
22295;HEART FILIGREE DOVE LARGE;22295;1
21992;VINTAGE PAISLEY STATIONERY SET;21992;1
21124;SET/10 BLUE POLKADOT PARTY CANDLES;21124;1
22735;RIBBON REEL SOCKS AND MITTENS;22735;1
22945;CHRISTMAS METAL TAGS ASSORTED ;22945;1
21816;CHRISTMAS TREE T-LIGHT HOLDER;21816;1
21815;STAR  T-LIGHT HOLDER ;21815;1
21814;HEART T-LIGHT HOLDER ;21814;1
10125;MINI FUNKY DESIGN TAPES;10125;1
22573;STAR WOODEN CHRISTMAS DECORATION;22573;1
22577;WOODEN HEART CHRISTMAS SCANDINAVIAN;22577;1
22603;CHRISTMAS RETROSPOT TREE WOOD;22603;1
20878;SET/9 CHRISTMAS T-LIGHTS SCENTED ;20878;1
20866;BLUE ROSE FABRIC MIRROR;20866;1
85095;THREE CANVAS LUGGAGE TAGS;85095;1
22333;RETROSPOT PARTY BAG + STICKER SET;22333;1
21584;RETROSPOT SMALL TUBE MATCHES;21584;1
22731;3D CHRISTMAS STAMPS STICKERS ;22731;1
22956;36 FOIL HEART CAKE CASES;22956;1
22582;PACK OF 6 SWEETIE GIFT BOXES;22582;1
22082;RIBBON REEL STRIPES DESIGN ;22082;1
22500;SET OF 2 TINS JARDIN DE PROVENCE;22500;1
22742;MAKE YOUR OWN PLAYTIME CARD KIT;22742;1
21329;DINOSAURS  WRITING SET ;21329;1
21327;SKULLS WRITING SET ;21327;1
72818;CHRISTMAS DECOUPAGE CANDLE;72818;1
22312;OFFICE MUG WARMER POLKADOT;22312;1
21137;BLACK RECORD COVER FRAME;21137;1
22041;"RECORD FRAME 7"" SINGLE SIZE ";22041;1
20979;36 PENCILS TUBE RED RETROSPOT;20979;1
20977;36 PENCILS TUBE WOODLAND;20977;1
22571;ROCKING HORSE RED CHRISTMAS ;22571;1
22423;REGENCY CAKESTAND 3 TIER;22423;1
21621;VINTAGE UNION JACK BUNTING;21621;1
21577;SAVE THE PLANET COTTON TOTE BAG;21577;1
22087;PAPER BUNTING WHITE LACE;22087;1
22651;GENTLEMAN SHIRT REPAIR KIT ;22651;1
22713;CARD I LOVE LONDON ;22713;1
21370;MIRRORED WALL ART FOXY;21370;1
21367;MIRRORED WALL ART GENTS;21367;1
22376;AIRLINE BAG VINTAGE JET SET WHITE;22376;1
21895;POTTING SHED SOW 'N' GROW SET;21895;1
22372;AIRLINE BAG VINTAGE WORLD CHAMPION ;22372;1
21190;PINK HEARTS PAPER GARLAND;21190;1
21894;POTTING SHED SEED ENVELOPES;21894;1
70007;HI TEC ALPINE HAND WARMER;70007;1
22712;CARD DOLLY GIRL ;22712;1
22983;CARD BILLBOARD FONT;22983;1
22024;RAINY LADIES BIRTHDAY CARD;22024;1
21488;RED WHITE SCARF  HOT WATER BOTTLE;21488;1
22895;SET OF 2 TEA TOWELS APPLE AND PEARS;22895;1
22784;LANTERN CREAM GAZEBO ;22784;1
21441;BLUE BIRDHOUSE DECORATION;21441;1
